date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:24:00	159615/159615	---M--	200	added ('OK')	image/jpeg	etag:%224d609ca4bacc7a7b50a57c1c85c2f628%22	https://cdn.accentuate.io/586699505878/1634175522961/bunn13-1629139565.jpg?v=0	C:/My%20Web%20Sites/busket/cdn.accentuate.io/586699505878/1634175522961/bunn13-1629139565a4f0.jpg	(from https://solace-store.com/blogs/news/sarah-vaile-remixes-a-manhattan-pied-a-terre-for-a-new-chicago-apartment)
20:24:14	217107/217107	---M--	200	added ('OK')	image/jpeg	etag:%229d3c826c1cc1b83e6a1473a2e5d222ac%22	https://cdn.accentuate.io/586699505878/1634175533425/bunn14-1629139490.jpg?v=0	C:/My%20Web%20Sites/busket/cdn.accentuate.io/586699505878/1634175533425/bunn14-1629139490a4f0.jpg	(from https://solace-store.com/blogs/news/sarah-vaile-remixes-a-manhattan-pied-a-terre-for-a-new-chicago-apartment)
20:24:17	86817/86817	---M--	200	added ('OK')	image/jpeg	etag:%22080bcc7a968f0d15806dd3e8011bc510%22	https://cdn.accentuate.io/586699505878/1634175542201/bunn21-1629138490.jpg?v=0	C:/My%20Web%20Sites/busket/cdn.accentuate.io/586699505878/1634175542201/bunn21-1629138490a4f0.jpg	(from https://solace-store.com/blogs/news/sarah-vaile-remixes-a-manhattan-pied-a-terre-for-a-new-chicago-apartment)
20:24:37	127885/127885	---M--	200	added ('OK')	image/jpeg	etag:%22ee4fdcbaabc57e916a83426363cfe629%22	https://cdn.accentuate.io/586699505878/1634175551092/bunn22-1632859974.jpg?v=0	C:/My%20Web%20Sites/busket/cdn.accentuate.io/586699505878/1634175551092/bunn22-1632859974a4f0.jpg	(from https://solace-store.com/blogs/news/sarah-vaile-remixes-a-manhattan-pied-a-terre-for-a-new-chicago-apartment)
20:24:40	988263/988263	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Dec%202021%2023:52:16%20GMT	http://cdn.shopify.com/s/files/1/0605/2062/8438/products/LIGHTF.png?v=1634046433	C:/My%20Web%20Sites/busket/cdn.shopify.com/s/files/1/0605/2062/8438/products/LIGHTF5756.png	(from https://solace-store.com/products/funyl-lamp)
20:24:40	116766/116766	---M--	200	added ('OK')	image/jpeg	etag:%2287693a5541c606b25c9ee24e4314fad2%22	https://cdn.accentuate.io/586699505878/1634180217751/hutomo-abrianto-X5BWooeO4Cw-unsplash.jpg?v=0	C:/My%20Web%20Sites/busket/cdn.accentuate.io/586699505878/1634180217751/hutomo-abrianto-X5BWooeO4Cw-unsplasha4f0.jpg	(from https://solace-store.com/blogs/news/sarah-vaile-remixes-a-manhattan-pied-a-terre-for-a-new-chicago-apartment)
20:24:56	126607/126607	---M--	200	added ('OK')	image/jpeg	etag:%22738ff629ea7dee1f8b143c4a4771f71e%22	https://cdn.accentuate.io/586699505878/1634180219202/steven-ungermann-L1Nt0O4Cv3g-unsplash.jpg?v=0	C:/My%20Web%20Sites/busket/cdn.accentuate.io/586699505878/1634180219202/steven-ungermann-L1Nt0O4Cv3g-unsplasha4f0.jpg	(from https://solace-store.com/blogs/news/sarah-vaile-remixes-a-manhattan-pied-a-terre-for-a-new-chicago-apartment)
20:25:01	1011169/1011169	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Dec%202021%2006:19:13%20GMT	http://cdn.shopify.com/s/files/1/0605/2062/8438/products/LIGHTG.png?v=1634045460	C:/My%20Web%20Sites/busket/cdn.shopify.com/s/files/1/0605/2062/8438/products/LIGHTG6e3c.png	(from https://solace-store.com/products/aramado-lamp)
20:25:02	188286/188286	---M--	200	added ('OK')	image/jpeg	etag:%228a107810e125e6d24a3f764ad18f887b%22	https://cdn.accentuate.io/586699440342/1634173169918/20210321-js-marthasvineyard2442-1633124866.jpg?v=0	C:/My%20Web%20Sites/busket/cdn.accentuate.io/586699440342/1634173169918/20210321-js-marthasvineyard2442-1633124866a4f0.jpg	(from https://solace-store.com/blogs/news/inside-a-playful-bohemian-beach-house-on-marthas-vineyard)
20:25:02	174673/174673	---M--	200	added ('OK')	image/jpeg	etag:%2230fcfca176217c438b1a87e789137c46%22	https://cdn.accentuate.io/586699440342/1634173199331/20210321-js-marthasvineyard2465-1633124945.jpg?v=0	C:/My%20Web%20Sites/busket/cdn.accentuate.io/586699440342/1634173199331/20210321-js-marthasvineyard2465-1633124945a4f0.jpg	(from https://solace-store.com/blogs/news/inside-a-playful-bohemian-beach-house-on-marthas-vineyard)
